timestamp,pair,side,qty,entry,stop,take,status,info
2025-08-21T19:24:55.263766Z,EURUSD,SELL,62000,1.16075,1.16155,1.15915,DRY_RUN,not sent
2025-08-22T21:00:05.558223Z,EURUSD,SELL,62000,1.17165,1.17245,1.17005,DRY_RUN,not sent
2025-08-22T21:24:46.970030Z,EURUSD,SELL,62000,1.17165,1.17245,1.17005,DRY_RUN,not sent
2025-08-26T13:03:24.734158Z,EURUSD,SELL,62000,1.16432,1.16512,1.16272,PLACED,
2025-08-29T12:07:24.549500Z,EURUSD,SELL,62000,1.16602,1.16682,1.16442,PLACED,
