datetime,open,high,low,close,volume,average,barCount
2025-08-18 21:03:00-04:00,1.166095,1.166125,1.16601,1.16612,-1.0,-1.0,-1
2025-08-18 21:04:00-04:00,1.16612,1.16619,1.166085,1.16616,-1.0,-1.0,-1
2025-08-18 21:05:00-04:00,1.16616,1.16617,1.16604,1.16611,-1.0,-1.0,-1
2025-08-18 21:06:00-04:00,1.16611,1.16623,1.16611,1.166225,-1.0,-1.0,-1
2025-08-18 21:07:00-04:00,1.166225,1.166225,1.166065,1.166105,-1.0,-1.0,-1
2025-08-18 21:08:00-04:00,1.166105,1.166135,1.16594,1.165995,-1.0,-1.0,-1
2025-08-18 21:09:00-04:00,1.165995,1.166045,1.16595,1.166045,-1.0,-1.0,-1
2025-08-18 21:10:00-04:00,1.166045,1.16613,1.165945,1.165945,-1.0,-1.0,-1
2025-08-18 21:11:00-04:00,1.165945,1.16603,1.165945,1.166025,-1.0,-1.0,-1
2025-08-18 21:12:00-04:00,1.166025,1.166135,1.166025,1.16604,-1.0,-1.0,-1
2025-08-18 21:13:00-04:00,1.16604,1.166095,1.165945,1.165945,-1.0,-1.0,-1
2025-08-18 21:14:00-04:00,1.165945,1.165945,1.165745,1.16575,-1.0,-1.0,-1
2025-08-18 21:15:00-04:00,1.16575,1.16582,1.165735,1.16582,-1.0,-1.0,-1
2025-08-18 21:16:00-04:00,1.16582,1.16584,1.16577,1.16584,-1.0,-1.0,-1
2025-08-18 21:17:00-04:00,1.16584,1.16585,1.165675,1.16568,-1.0,-1.0,-1
2025-08-18 21:18:00-04:00,1.16568,1.165735,1.16564,1.165675,-1.0,-1.0,-1
2025-08-18 21:19:00-04:00,1.165675,1.165685,1.165625,1.165625,-1.0,-1.0,-1
2025-08-18 21:20:00-04:00,1.165625,1.165695,1.16561,1.165675,-1.0,-1.0,-1
2025-08-18 21:21:00-04:00,1.165675,1.165675,1.165595,1.165645,-1.0,-1.0,-1
2025-08-18 21:22:00-04:00,1.165645,1.1657,1.165615,1.1657,-1.0,-1.0,-1
2025-08-18 21:23:00-04:00,1.1657,1.16571,1.16551,1.16553,-1.0,-1.0,-1
2025-08-18 21:24:00-04:00,1.16553,1.16556,1.16512,1.165245,-1.0,-1.0,-1
2025-08-18 21:25:00-04:00,1.165245,1.165325,1.165195,1.165215,-1.0,-1.0,-1
2025-08-18 21:26:00-04:00,1.165215,1.165295,1.165215,1.165245,-1.0,-1.0,-1
2025-08-18 21:27:00-04:00,1.165245,1.165245,1.165175,1.16521,-1.0,-1.0,-1
2025-08-18 21:28:00-04:00,1.16521,1.165215,1.16507,1.16509,-1.0,-1.0,-1
2025-08-18 21:29:00-04:00,1.16509,1.165095,1.16429,1.16434,-1.0,-1.0,-1
2025-08-18 21:30:00-04:00,1.16434,1.16455,1.16421,1.164545,-1.0,-1.0,-1
2025-08-18 21:31:00-04:00,1.164545,1.16456,1.16391,1.16393,-1.0,-1.0,-1
2025-08-18 21:32:00-04:00,1.16393,1.164225,1.163925,1.164195,-1.0,-1.0,-1
2025-08-18 21:33:00-04:00,1.164195,1.164385,1.164195,1.16432,-1.0,-1.0,-1
2025-08-18 21:34:00-04:00,1.16432,1.1644,1.16424,1.16424,-1.0,-1.0,-1
2025-08-18 21:35:00-04:00,1.16424,1.16457,1.16424,1.16442,-1.0,-1.0,-1
2025-08-18 21:36:00-04:00,1.16442,1.16459,1.16439,1.164565,-1.0,-1.0,-1
2025-08-18 21:37:00-04:00,1.164565,1.16473,1.164455,1.164455,-1.0,-1.0,-1
2025-08-18 21:38:00-04:00,1.164455,1.16464,1.164345,1.164625,-1.0,-1.0,-1
2025-08-18 21:39:00-04:00,1.164625,1.164675,1.16453,1.16467,-1.0,-1.0,-1
2025-08-18 21:40:00-04:00,1.16467,1.16473,1.16464,1.164655,-1.0,-1.0,-1
2025-08-18 21:41:00-04:00,1.164655,1.16472,1.1646,1.16465,-1.0,-1.0,-1
2025-08-18 21:42:00-04:00,1.16465,1.164885,1.164625,1.16487,-1.0,-1.0,-1
2025-08-18 21:43:00-04:00,1.16487,1.16487,1.16473,1.16479,-1.0,-1.0,-1
2025-08-18 21:44:00-04:00,1.16479,1.164945,1.164785,1.16493,-1.0,-1.0,-1
2025-08-18 21:45:00-04:00,1.16493,1.1652,1.164925,1.16504,-1.0,-1.0,-1
2025-08-18 21:46:00-04:00,1.16504,1.165275,1.165035,1.16526,-1.0,-1.0,-1
2025-08-18 21:47:00-04:00,1.16526,1.1653,1.16519,1.165255,-1.0,-1.0,-1
2025-08-18 21:48:00-04:00,1.165255,1.165255,1.165,1.165155,-1.0,-1.0,-1
2025-08-18 21:49:00-04:00,1.165155,1.165225,1.16512,1.165225,-1.0,-1.0,-1
